IfcActuator, IfcDistributionControlElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionControlElement >
IfcFlowMeterType, IfcFlowControllerType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType > IfcFlowControllerType >
IfcFlowMovingDevice, IfcDistributionFlowElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement >
IfcFlowMovingDeviceType, IfcDistributionFlowElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType >
IfcFlowSegment, IfcDistributionFlowElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement >
IfcFlowSegmentType, IfcDistributionFlowElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType >
IfcFlowStorageDevice, IfcDistributionFlowElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement >
IfcFlowStorageDeviceType, IfcDistributionFlowElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType >
IfcFlowTerminal, IfcDistributionFlowElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement >
IfcFlowTerminalType, IfcDistributionFlowElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType >
IfcFlowTreatmentDevice, IfcDistributionFlowElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement >
IfcFlowTreatmentDeviceType, IfcDistributionFlowElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType >
IfcFooting, IfcBuildingElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcBuildingElement >
IfcFootingType, IfcBuildingElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcBuildingElementType >        
IfcFurnishingElement, IfcElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement >
IfcFurnishingElementType, IfcElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType >
IfcFurniture, IfcFurnishingElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcFurnishingElement >
IfcFurnitureType, IfcFurnishingElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcFurnishingElementType >  
IfcGeographicElement, IfcElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement >
IfcGeographicElementType, IfcElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType >
IfcHeatExchanger, IfcEnergyConversionDevice, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcEnergyConversionDevice >
IfcHeatExchangerType, IfcEnergyConversionDeviceType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType > IfcEnergyConversionDeviceType >
IfcHumidifier, IfcEnergyConversionDevice, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcEnergyConversionDevice >
IfcHumidifierType, IfcEnergyConversionDeviceType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType > IfcEnergyConversionDeviceType >
IfcInterceptor, IfcFlowTreatmentDevice, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcFlowTreatmentDevice >
IfcInterceptorType, IfcFlowTreatmentDeviceType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType > IfcFlowTreatmentDeviceType >
IfcJunctionBox, IfcFlowFitting, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcFlowFitting >
IfcJunctionBoxType, IfcFlowFittingType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType > IfcFlowFittingType >
IfcLamp, IfcFlowTerminal, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcFlowTerminal >
IfcLampType, IfcFlowTerminalType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType > IfcFlowTerminalType >
IfcLightFixture, IfcFlowTerminal, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcFlowTerminal >
IfcLightFixtureType, IfcFlowTerminalType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType > IfcFlowTerminalType >
IfcMechanicalFastener, IfcElementComponent, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcElementComponent > 
IfcMechanicalFastenerType, IfcElementComponentType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcElementComponentType >
IfcMedicalDevice, IfcFlowTerminal, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcFlowTerminal >
IfcMedicalDeviceType, IfcFlowTerminalType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > 
IfcDistributionFlowElementType > IfcFlowTerminalType >
IfcMember, IfcBuildingElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcBuildingElement >
IfcMemberStandardCase, IfcMember, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcBuildingElement > IfcMember >
IfcMemberType, IfcBuildingElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcBuildingElementType >
IfcMotorConnection, IfcEnergyConversionDevice, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcEnergyConversionDevice >
IfcMotorConnectionType, IfcEnergyConversionDeviceType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType > IfcEnergyConversionDeviceType >
IfcOpeningElement, IfcFeatureElementSubtraction, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcFeatureElement > IfcFeatureElementSubtraction >
IfcOpeningStandardCase, IfcOpeningElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcFeatureElement > IfcFeatureElementSubtraction > IfcOpeningElement >
IfcOutlet, IfcFlowTerminal, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcFlowTerminal >
IfcOutletType, IfcFlowTerminalType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType > IfcFlowTerminalType >
IfcPile, IfcDeepFoundation, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcBuildingElement > IfcDeepFoundation >
IfcPileType, IfcDeepFoundationType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcBuildingElementType > IfcDeepFoundationType >
IfcPipeFitting, IfcFlowFitting, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcFlowFitting >
IfcPipeFittingType, IfcFlowFittingType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType > IfcFlowFittingType >
IfcPipeSegment, IfcFlowSegment, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcFlowSegment >
IfcPipeSegmentType, IfcFlowSegmentType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType > IfcFlowSegmentType >
IfcPlane, IfcElementarySurface, Entity > IfcRepresentationItem > IfcGeometricRepresentationItem > IfcSurface > IfcElementarySurface >
IfcPlate, IfcBuildingElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcBuildingElement >
IfcPlateStandardCase, IfcPlate, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcBuildingElement > IfcPlate >
IfcPlateType, IfcBuildingElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcBuildingElementType >
IfcProjectionElement, IfcFeatureElementAddition, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcFeatureElement > IfcFeatureElementAddition >
IfcProtectiveDevice, IfcFlowController, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcFlowController >
IfcProtectiveDeviceTrippingUnit, IfcDistributionControlElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionControlElement >
IfcProtectiveDeviceTrippingUnitType, IfcDistributionControlElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > 
IfcDistributionElementType > IfcDistributionControlElementType >
IfcProtectiveDeviceType, IfcFlowControllerType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType > IfcFlowControllerType >
IfcPump, IfcFlowMovingDevice, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > 
IfcFlowMovingDevice >
IfcPumpType, IfcFlowMovingDeviceType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType > IfcFlowMovingDeviceType >
IfcRailing, IfcBuildingElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcBuildingElement >
IfcRailingType, IfcBuildingElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcBuildingElementType >        
IfcRamp, IfcBuildingElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcBuildingElement >
IfcRampFlight, IfcBuildingElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcBuildingElement >
IfcRampFlightType, IfcBuildingElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcBuildingElementType >     
IfcRampType, IfcBuildingElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcBuildingElementType >
IfcReinforcingBar, IfcReinforcingElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcElementComponent > IfcReinforcingElement >
IfcReinforcingBarType, IfcReinforcingElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcElementComponentType > IfcReinforcingElementType >
IfcReinforcingElement, IfcElementComponent, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcElementComponent >
IfcReinforcingElementType, IfcElementComponentType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcElementComponentType >
IfcReinforcingMesh, IfcReinforcingElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcElementComponent > IfcReinforcingElement >
IfcReinforcingMeshType, IfcReinforcingElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcElementComponentType > IfcReinforcingElementType >
IfcRoof, IfcBuildingElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcBuildingElement >
IfcRoofType, IfcBuildingElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcBuildingElementType >
IfcSanitaryTerminal, IfcFlowTerminal, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcFlowTerminal >
IfcSanitaryTerminalType, IfcFlowTerminalType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType > IfcFlowTerminalType >
IfcSensor, IfcDistributionControlElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionControlElement >
IfcSensorType, IfcDistributionControlElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionControlElementType >
IfcShadingDevice, IfcBuildingElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcBuildingElement >
IfcShadingDeviceType, IfcBuildingElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcBuildingElementType >  
IfcSlab, IfcBuildingElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcBuildingElement >
IfcSlabElementedCase, IfcSlab, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcBuildingElement > IfcSlab >
IfcSlabStandardCase, IfcSlab, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcBuildingElement > IfcSlab >
IfcSlabType, IfcBuildingElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcBuildingElementType >
IfcSolarDevice, IfcEnergyConversionDevice, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcEnergyConversionDevice >
IfcSolarDeviceType, IfcEnergyConversionDeviceType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType > IfcEnergyConversionDeviceType >
IfcSpaceHeater, IfcFlowTerminal, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcFlowTerminal >
IfcSpaceHeaterType, IfcFlowTerminalType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType > IfcFlowTerminalType >
IfcSphericalSurface, IfcElementarySurface, Entity > IfcRepresentationItem > IfcGeometricRepresentationItem > IfcSurface > IfcElementarySurface >
IfcStackTerminal, IfcFlowTerminal, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcFlowTerminal >
IfcStackTerminalType, IfcFlowTerminalType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > 
IfcDistributionFlowElementType > IfcFlowTerminalType >
IfcStair, IfcBuildingElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcBuildingElement >
IfcStairFlight, IfcBuildingElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcBuildingElement >
IfcStairFlightType, IfcBuildingElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcBuildingElementType >    
IfcStairType, IfcBuildingElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcBuildingElementType >
IfcSurfaceFeature, IfcFeatureElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcFeatureElement >
IfcSwitchingDevice, IfcFlowController, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcFlowController >
IfcSwitchingDeviceType, IfcFlowControllerType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType > IfcFlowControllerType >
IfcSystemFurnitureElement, IfcFurnishingElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcFurnishingElement >
IfcSystemFurnitureElementType, IfcFurnishingElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcFurnishingElementType >
IfcTank, IfcFlowStorageDevice, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcFlowStorageDevice >
IfcTankType, IfcFlowStorageDeviceType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType > IfcFlowStorageDeviceType >
IfcTendon, IfcReinforcingElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcElementComponent > IfcReinforcingElement >     
IfcTendonAnchor, IfcReinforcingElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcElementComponent > IfcReinforcingElement >
IfcTendonAnchorType, IfcReinforcingElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcElementComponentType > IfcReinforcingElementType >
IfcTendonConduit, IfcReinforcingElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcElementComponent > IfcReinforcingElement >
IfcTendonConduitType, IfcReinforcingElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcElementComponentType > IfcReinforcingElementType >
IfcTendonType, IfcReinforcingElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcElementComponentType > IfcReinforcingElementType >
IfcToroidalSurface, IfcElementarySurface, Entity > IfcRepresentationItem > IfcGeometricRepresentationItem > IfcSurface > IfcElementarySurface >
IfcTransformer, IfcEnergyConversionDevice, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcEnergyConversionDevice >
IfcTransformerType, IfcEnergyConversionDeviceType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType > IfcEnergyConversionDeviceType >
IfcTransportElement, IfcElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement >
IfcTransportElementType, IfcElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType >
IfcTubeBundle, IfcEnergyConversionDevice, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcEnergyConversionDevice >
IfcTubeBundleType, IfcEnergyConversionDeviceType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType > IfcEnergyConversionDeviceType >
IfcUnitaryControlElement, IfcDistributionControlElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionControlElement >
IfcUnitaryControlElementType, IfcDistributionControlElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionControlElementType >
IfcUnitaryEquipment, IfcEnergyConversionDevice, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcEnergyConversionDevice >
IfcUnitaryEquipmentType, IfcEnergyConversionDeviceType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType > IfcEnergyConversionDeviceType >
IfcValve, IfcFlowController, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcFlowController >
IfcValveType, IfcFlowControllerType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > IfcDistributionFlowElementType > IfcFlowControllerType >
IfcVibrationDamper, IfcElementComponent, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcElementComponent >
IfcVibrationDamperType, IfcElementComponentType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcElementComponentType >
IfcVibrationIsolator, IfcElementComponent, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcElementComponent >
IfcVibrationIsolatorType, IfcElementComponentType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcElementComponentType >
IfcVirtualElement, IfcElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement >
IfcVoidingFeature, IfcFeatureElementSubtraction, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcFeatureElement > IfcFeatureElementSubtraction >
IfcWall, IfcBuildingElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcBuildingElement >
IfcWallElementedCase, IfcWall, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcBuildingElement > IfcWall >
IfcWallStandardCase, IfcWall, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcBuildingElement > IfcWall >
IfcWallType, IfcBuildingElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcBuildingElementType >
IfcWasteTerminal, IfcFlowTerminal, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcDistributionElement > IfcDistributionFlowElement > IfcFlowTerminal >
IfcWasteTerminalType, IfcFlowTerminalType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcDistributionElementType > 
IfcDistributionFlowElementType > IfcFlowTerminalType >
IfcWindow, IfcBuildingElement, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcBuildingElement >
IfcWindowStandardCase, IfcWindow, Entity > IfcRoot > IfcObjectDefinition > IfcObject > IfcProduct > IfcElement > IfcBuildingElement > IfcWindow >
IfcWindowType, IfcBuildingElementType, Entity > IfcRoot > IfcObjectDefinition > IfcTypeObject > IfcTypeProduct > IfcElementType > IfcBuildingElementType >